document_id,decision,first_submission_month,first_submitted_at,version_submitted_at,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2305.13062v5,included,2023-05,2023-05-22T14:23:46Z,2024-07-17T05:26:03Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.13112v2,included,2023-05,2023-05-22T15:12:43Z,2023-11-03T02:49:46Z,"[""answering_model""]","[""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.13168v4,included,2023-05,2023-05-22T15:56:44Z,2024-12-26T18:54:53Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.13412v1,included,2023-05,2023-05-22T18:54:35Z,2023-05-22T18:54:35Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.13455v3,included,2023-05,2023-05-22T19:56:10Z,2023-11-23T15:47:52Z,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2305.13673v4,included,2023-05,2023-05-23T04:28:16Z,2025-05-19T11:12:27Z,"[""answering_model""]","[""language_and_communication"", ""mathematics_and_formal_reasoning""]","[""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""not_applicable""]"
arxiv:2305.13696v1,included,2023-05,2023-05-23T05:09:53Z,2023-05-23T05:09:53Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""vi""]"
arxiv:2305.13733v2,included,2023-05,2023-05-23T06:38:20Z,2024-03-07T03:11:47Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""human_judge"", ""llm_judge""]","[""en"", ""zh""]"
arxiv:2305.13877v2,included,2023-05,2023-05-23T09:55:32Z,2023-12-08T01:45:05Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.13903v3,included,2023-05,2023-05-23T10:26:42Z,2023-11-09T06:50:26Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14091v3,included,2023-05,2023-05-23T14:16:22Z,2023-09-28T02:58:48Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""zh""]"
arxiv:2305.14196v3,included,2023-05,2023-05-23T16:15:31Z,2023-12-17T17:05:09Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14202v2,included,2023-05,2023-05-23T16:20:43Z,2023-11-05T19:26:17Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14214v2,included,2023-05,2023-05-23T16:32:27Z,2023-10-23T11:17:53Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""af"", ""az"", ""be"", ""bg"", ""bn"", ""ca"", ""cs"", ""cy"", ""da"", ""de"", ""el"", ""en"", ""eo"", ""es"", ""et"", ""eu"", ""fa"", ""fi"", ""fr"", ""fy"", ""ga"", ""gl"", ""gu"", ""he"", ""hi"", ""hu"", ""hy"", ""id"", ""is"", ""it"", ""ka"", ""kk"", ""ky"", ""la"", ""lt"", ""lv"", ""mg"", ""mk"", ""ml"", ""mt"", ""nl"", ""pa"", ""pl"", ""pt"", ""ro"", ""ru"", ""sk"", ""sq"", ""sv"", ""ta"", ""te"", ""th"", ""tr"", ""uk"", ""yi"", ""yo""]"
arxiv:2305.14260v2,included,2023-05,2023-05-23T17:12:09Z,2023-10-17T17:46:41Z,"[""answering_model""]","[""engineering"", ""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2305.14291v2,included,2023-05,2023-05-23T17:34:37Z,2023-11-13T01:41:43Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14303v2,included,2023-05,2023-05-23T17:43:51Z,2023-11-07T04:53:07Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14318v3,included,2023-05,2023-05-23T17:51:52Z,2024-06-21T16:51:22Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14336v5,included,2023-05,2023-05-23T17:58:10Z,2024-11-20T20:13:31Z,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain"", ""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14456v4,included,2023-05,2023-05-23T18:27:51Z,2024-03-20T17:16:37Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""ar""]"
arxiv:2305.14457v4,included,2023-05,2023-05-23T18:28:42Z,2023-11-28T05:54:11Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14459v3,included,2023-05,2023-05-23T18:33:52Z,2024-02-07T06:28:44Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14471v1,included,2023-05,2023-05-23T18:54:15Z,2023-05-23T18:54:15Z,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge""]","[""fr"", ""zh""]"
arxiv:2305.14507v1,included,2023-05,2023-05-23T20:26:03Z,2023-05-23T20:26:03Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14540v1,included,2023-05,2023-05-23T21:50:06Z,2023-05-23T21:50:06Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14552v2,included,2023-05,2023-05-23T22:24:44Z,2023-10-22T21:22:29Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14603v2,included,2023-05,2023-05-24T00:57:35Z,2024-01-25T18:15:31Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14610v4,included,2023-05,2023-05-24T01:16:17Z,2024-04-02T02:55:33Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""ar"", ""az"", ""bn"", ""bs"", ""da"", ""el"", ""en"", ""es"", ""fa"", ""fr"", ""he"", ""hi"", ""hr"", ""ht"", ""hy"", ""id"", ""is"", ""it"", ""ja"", ""ka"", ""km"", ""ko"", ""ky"", ""lo"", ""mg"", ""mn"", ""ms"", ""my"", ""ne"", ""nl"", ""pt"", ""ru"", ""sl"", ""sn"", ""so"", ""sq"", ""sr"", ""sw"", ""tg"", ""th"", ""ti"", ""tl"", ""tr"", ""uk"", ""ur"", ""uz"", ""vi"", ""zh""]"
arxiv:2305.14627v2,included,2023-05,2023-05-24T01:53:49Z,2023-10-31T15:04:35Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14740v2,included,2023-05,2023-05-24T05:21:13Z,2023-10-23T10:35:30Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""human_judge"", ""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14785v2,included,2023-05,2023-05-24T06:41:09Z,2024-04-11T11:16:45Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14791v2,included,2023-05,2023-05-24T06:44:32Z,2024-02-23T07:02:09Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""other_model_judge""]","[""en""]"
arxiv:2305.14795v3,included,2023-05,2023-05-24T06:48:41Z,2024-09-09T04:38:16Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14857v1,included_partial_labels,2023-05,2023-05-24T08:06:33Z,2023-05-24T08:06:33Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]",
arxiv:2305.14874v2,included,2023-05,2023-05-24T08:28:59Z,2023-10-13T23:47:33Z,"[""answering_model""]","[""engineering"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""human_judge""]","[""en""]"
arxiv:2305.14879v2,included,2023-05,2023-05-24T08:31:30Z,2023-10-23T18:10:31Z,"[""answering_model""]","[""general_or_cross_domain"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""human_judge"", ""llm_judge""]","[""en""]"
arxiv:2305.14938v2,included,2023-05,2023-05-24T09:21:06Z,2023-12-07T23:13:50Z,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14956v3,included,2023-05,2023-05-24T09:50:54Z,2023-10-26T15:38:38Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.14987v2,included,2023-05,2023-05-24T10:22:30Z,2023-10-30T22:00:25Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""human_judge"", ""llm_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.14989v2,included,2023-05,2023-05-24T10:24:10Z,2023-10-24T17:48:43Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""ar"", ""de"", ""en"", ""es"", ""fr"", ""he"", ""ja"", ""ru""]"
arxiv:2305.15005v1,included,2023-05,2023-05-24T10:45:25Z,2023-05-24T10:45:25Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.15028v2,included,2023-05,2023-05-24T11:14:31Z,2023-10-20T20:41:46Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.15066v2,included,2023-05,2023-05-24T11:53:19Z,2023-07-11T15:08:00Z,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2305.15068v3,included,2023-05,2023-05-24T11:54:07Z,2024-10-28T00:10:38Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""human_judge"", ""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.15074v3,included,2023-05,2023-05-24T11:55:59Z,2023-10-23T11:55:58Z,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.15255v4,included,2023-05,2023-05-24T15:39:43Z,2024-05-31T01:29:27Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""audio"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""human_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.15268v1,included,2023-05,2023-05-24T15:55:40Z,2023-05-24T15:55:40Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.15269v3,included,2023-05,2023-05-24T15:55:51Z,2023-11-03T18:45:56Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.15334v1,included,2023-05,2023-05-24T16:48:11Z,2023-05-24T16:48:11Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.15377v1,included,2023-05,2023-05-24T17:37:33Z,2023-05-24T17:37:33Z,"[""answering_model""]","[""general_or_cross_domain"", ""software_and_coding""]","[""fixed_items""]","[""code""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""other_model_judge""]","[""en""]"
arxiv:2305.15605v1,included,2023-05,2023-05-24T22:34:01Z,2023-05-24T22:34:01Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.15678v1,included,2023-05,2023-05-25T03:03:29Z,2023-05-25T03:03:29Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""ar"", ""da"", ""de"", ""en"", ""es"", ""eu"", ""fr"", ""it"", ""ja"", ""pt"", ""ru"", ""sl"", ""ur""]"
arxiv:2305.15685v2,included,2023-05,2023-05-25T03:26:26Z,2023-12-19T23:57:01Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.16253v2,included,2023-05,2023-05-25T17:08:56Z,2023-06-07T13:30:39Z,"[""answering_model""]","[""social_sciences_and_humanities"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.16504v1,included,2023-05,2023-05-25T22:10:20Z,2023-05-25T22:10:20Z,"[""agent_or_tool_system"", ""embodied_system""]","[""engineering"", ""general_or_cross_domain"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2305.16572v1,included,2023-05,2023-05-26T01:42:57Z,2023-05-26T01:42:57Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.16744v3,included,2023-05,2023-05-26T08:47:42Z,2023-11-02T17:59:04Z,"[""answering_model""]","[""engineering"", ""software_and_coding""]","[""runtime_generated_items""]","[""code"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.17145v1,included,2023-05,2023-05-25T21:16:09Z,2023-05-25T21:16:09Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2305.17147v3,included,2023-05,2023-05-26T02:34:20Z,2024-01-11T16:50:04Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.17280v1,included,2023-05,2023-05-26T21:57:11Z,2023-05-26T21:57:11Z,"[""answering_model""]","[""other""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.17306v1,included,2023-05,2023-05-26T23:46:42Z,2023-05-26T23:46:42Z,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2305.17311v1,included,2023-05,2023-05-27T00:07:17Z,2023-05-27T00:07:17Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.17491v1,included,2023-05,2023-05-27T15:00:45Z,2023-05-27T15:00:45Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.17701v2,included,2023-05,2023-05-28T12:07:16Z,2023-05-30T01:42:07Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""human_judge"", ""other_model_judge""]","[""ko""]"
arxiv:2305.18153v2,included,2023-05,2023-05-29T15:30:13Z,2023-05-30T15:14:06Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.18185v2,included,2023-05,2023-05-29T16:24:01Z,2023-07-10T13:10:40Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.18189v1,included,2023-05,2023-05-29T16:29:22Z,2023-05-29T16:29:22Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""runtime_generated_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.18279v2,included,2023-05,2023-05-29T17:50:33Z,2024-08-12T07:14:00Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.18354v2,included,2023-05,2023-05-26T16:32:17Z,2024-02-14T21:15:31Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.18363v1,included,2023-05,2023-05-27T07:36:08Z,2023-05-27T07:36:08Z,"[""answering_model""]","[""language_and_communication"", ""other""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2305.18365v3,included,2023-05,2023-05-27T14:17:33Z,2023-12-28T04:29:36Z,"[""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.18582v2,included,2023-05,2023-05-29T19:48:37Z,2024-02-09T06:37:51Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge""]","[""en""]"
arxiv:2305.18584v2,included,2023-05,2023-05-29T19:57:36Z,2024-04-28T17:45:56Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code""]","[""human_or_real_world""]","[""reference_or_metric""]","[""not_applicable""]"
arxiv:2305.18752v1,included,2023-05,2023-05-30T05:27:21Z,2023-05-30T05:27:21Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.19308v2,included,2023-05,2023-05-30T17:59:30Z,2023-10-30T06:36:24Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2305.19555v3,included,2023-05,2023-05-31T04:50:29Z,2024-01-02T22:30:00Z,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2305.20076v3,included,2023-05,2023-05-31T17:50:02Z,2024-05-05T20:41:13Z,"[""agent_or_tool_system"", ""answering_model""]","[""general_or_cross_domain""]","[""interactive_loop"", ""runtime_generated_items""]","[""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2306.00381v1,included,2023-06,2023-06-01T06:25:58Z,2023-06-01T06:25:58Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""not_applicable""]"
arxiv:2306.00824v2,included,2023-06,2023-06-01T15:46:36Z,2024-01-22T14:57:47Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2306.00887v2,included,2023-06,2023-06-01T16:48:20Z,2023-06-20T19:47:20Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2306.01144v1,included,2023-06,2023-06-01T20:56:34Z,2023-06-01T20:56:34Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2306.01694v2,included,2023-06,2023-06-02T17:12:25Z,2023-11-05T19:12:20Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""human_judge""]","[""en""]"
arxiv:2306.02022v1,included,2023-06,2023-06-03T06:42:17Z,2023-06-03T06:42:17Z,"[""answering_model""]","[""healthcare_biomedicine"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2306.02334v1,included,2023-06,2023-06-04T11:52:36Z,2023-06-04T11:52:36Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2306.02408v1,included,2023-06,2023-06-04T17:02:59Z,2023-06-04T17:02:59Z,"[""agent_or_tool_system"", ""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""zh""]"
arxiv:2306.02520v2,included,2023-06,2023-06-05T01:01:12Z,2023-07-15T06:45:20Z,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2306.03030v3,included,2023-06,2023-06-05T16:48:41Z,2023-10-23T02:55:08Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""zh""]"
arxiv:2306.03055v1,included,2023-06,2023-06-05T17:27:48Z,2023-06-05T17:27:48Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""human_judge""]","[""ja""]"
arxiv:2306.03091v2,included,2023-06,2023-06-05T17:59:41Z,2023-10-04T01:13:49Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code""]","[""human_or_real_world""]","[""reference_or_metric""]","[""not_applicable""]"
arxiv:2306.03438v2,included,2023-06,2023-06-06T06:35:27Z,2023-12-01T01:27:37Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2306.03457v2,included,2023-06,2023-06-06T07:20:51Z,2023-06-07T05:24:25Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2306.03950v2,included,2023-06,2023-06-06T18:27:52Z,2023-07-07T05:18:34Z,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2306.04181v2,included,2023-06,2023-06-07T06:29:58Z,2023-11-04T11:50:13Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2306.04347v2,included,2023-06,2023-06-07T11:25:20Z,2025-02-26T10:11:39Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2306.04441v1,included,2023-06,2023-06-07T13:58:55Z,2023-06-07T13:58:55Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2306.04528v5,included,2023-06,2023-06-07T15:37:00Z,2024-07-16T07:29:49Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""de"", ""en"", ""fr""]"
arxiv:2306.04556v1,included,2023-06,2023-06-07T16:03:55Z,2023-06-07T16:03:55Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
