window,year,group,field,label,n,valid_n,missing_n,included_n,share,sentinel_present_n,known_n,known_positive_n,known_share,sparse
observed,2023,domain:healthcare_biomedicine,scoring_source,execution_or_environment,1,64,0,64,0.015625,0,64,1,0.015625,False
observed,2023,domain:healthcare_biomedicine,scoring_source,human_judge,15,64,0,64,0.234375,0,64,15,0.234375,False
observed,2023,domain:healthcare_biomedicine,scoring_source,llm_judge,17,64,0,64,0.265625,0,64,17,0.265625,False
observed,2023,domain:healthcare_biomedicine,scoring_source,other_model_judge,11,64,0,64,0.171875,0,64,11,0.171875,False
observed,2023,domain:healthcare_biomedicine,scoring_source,reference_or_metric,50,64,0,64,0.78125,0,64,50,0.78125,False
observed,2023,domain:healthcare_biomedicine,scoring_source,unclear,0,64,0,64,0.0,0,64,0,0.0,False
observed,2023,domain:language_and_communication,scoring_source,execution_or_environment,15,237,0,237,0.06329113924050633,0,237,15,0.06329113924050633,False
observed,2023,domain:language_and_communication,scoring_source,human_judge,58,237,0,237,0.24472573839662448,0,237,58,0.24472573839662448,False
observed,2023,domain:language_and_communication,scoring_source,llm_judge,34,237,0,237,0.14345991561181434,0,237,34,0.14345991561181434,False
observed,2023,domain:language_and_communication,scoring_source,other_model_judge,37,237,0,237,0.15611814345991562,0,237,37,0.15611814345991562,False
observed,2023,domain:language_and_communication,scoring_source,reference_or_metric,204,237,0,237,0.8607594936708861,0,237,204,0.8607594936708861,False
observed,2023,domain:language_and_communication,scoring_source,unclear,0,237,0,237,0.0,0,237,0,0.0,False
observed,2023,domain:law_and_public_policy,scoring_source,execution_or_environment,1,22,0,22,0.045454545454545456,0,22,1,0.045454545454545456,False
observed,2023,domain:law_and_public_policy,scoring_source,human_judge,7,22,0,22,0.3181818181818182,0,22,7,0.3181818181818182,False
observed,2023,domain:law_and_public_policy,scoring_source,llm_judge,6,22,0,22,0.2727272727272727,0,22,6,0.2727272727272727,False
observed,2023,domain:law_and_public_policy,scoring_source,other_model_judge,2,22,0,22,0.09090909090909091,0,22,2,0.09090909090909091,False
observed,2023,domain:law_and_public_policy,scoring_source,reference_or_metric,19,22,0,22,0.8636363636363636,0,22,19,0.8636363636363636,False
observed,2023,domain:law_and_public_policy,scoring_source,unclear,0,22,0,22,0.0,0,22,0,0.0,False
observed,2023,domain:mathematics_and_formal_reasoning,scoring_source,execution_or_environment,25,106,0,106,0.2358490566037736,0,106,25,0.2358490566037736,False
observed,2023,domain:mathematics_and_formal_reasoning,scoring_source,human_judge,16,106,0,106,0.1509433962264151,0,106,16,0.1509433962264151,False
observed,2023,domain:mathematics_and_formal_reasoning,scoring_source,llm_judge,17,106,0,106,0.16037735849056603,0,106,17,0.16037735849056603,False
observed,2023,domain:mathematics_and_formal_reasoning,scoring_source,other_model_judge,6,106,0,106,0.05660377358490566,0,106,6,0.05660377358490566,False
observed,2023,domain:mathematics_and_formal_reasoning,scoring_source,reference_or_metric,92,106,0,106,0.8679245283018868,0,106,92,0.8679245283018868,False
observed,2023,domain:mathematics_and_formal_reasoning,scoring_source,unclear,0,106,0,106,0.0,0,106,0,0.0,False
observed,2023,domain:natural_sciences,scoring_source,execution_or_environment,3,63,0,63,0.047619047619047616,0,63,3,0.047619047619047616,False
observed,2023,domain:natural_sciences,scoring_source,human_judge,13,63,0,63,0.20634920634920634,0,63,13,0.20634920634920634,False
observed,2023,domain:natural_sciences,scoring_source,llm_judge,8,63,0,63,0.12698412698412698,0,63,8,0.12698412698412698,False
observed,2023,domain:natural_sciences,scoring_source,other_model_judge,6,63,0,63,0.09523809523809523,0,63,6,0.09523809523809523,False
observed,2023,domain:natural_sciences,scoring_source,reference_or_metric,53,63,0,63,0.8412698412698413,0,63,53,0.8412698412698413,False
observed,2023,domain:natural_sciences,scoring_source,unclear,0,63,0,63,0.0,0,63,0,0.0,False
observed,2023,domain:other,scoring_source,execution_or_environment,2,15,0,15,0.13333333333333333,0,15,2,0.13333333333333333,True
observed,2023,domain:other,scoring_source,human_judge,7,15,0,15,0.4666666666666667,0,15,7,0.4666666666666667,True
observed,2023,domain:other,scoring_source,llm_judge,3,15,0,15,0.2,0,15,3,0.2,True
observed,2023,domain:other,scoring_source,other_model_judge,2,15,0,15,0.13333333333333333,0,15,2,0.13333333333333333,True
observed,2023,domain:other,scoring_source,reference_or_metric,9,15,0,15,0.6,0,15,9,0.6,True
observed,2023,domain:other,scoring_source,unclear,0,15,0,15,0.0,0,15,0,0.0,True
observed,2023,domain:social_sciences_and_humanities,scoring_source,execution_or_environment,4,109,0,109,0.03669724770642202,0,109,4,0.03669724770642202,False
observed,2023,domain:social_sciences_and_humanities,scoring_source,human_judge,20,109,0,109,0.1834862385321101,0,109,20,0.1834862385321101,False
observed,2023,domain:social_sciences_and_humanities,scoring_source,llm_judge,17,109,0,109,0.1559633027522936,0,109,17,0.1559633027522936,False
observed,2023,domain:social_sciences_and_humanities,scoring_source,other_model_judge,20,109,0,109,0.1834862385321101,0,109,20,0.1834862385321101,False
observed,2023,domain:social_sciences_and_humanities,scoring_source,reference_or_metric,90,109,0,109,0.8256880733944955,0,109,90,0.8256880733944955,False
observed,2023,domain:social_sciences_and_humanities,scoring_source,unclear,0,109,0,109,0.0,0,109,0,0.0,False
observed,2023,domain:software_and_coding,scoring_source,execution_or_environment,74,132,0,132,0.5606060606060606,0,132,74,0.5606060606060606,False
observed,2023,domain:software_and_coding,scoring_source,human_judge,16,132,0,132,0.12121212121212122,0,132,16,0.12121212121212122,False
observed,2023,domain:software_and_coding,scoring_source,llm_judge,19,132,0,132,0.14393939393939395,0,132,19,0.14393939393939395,False
observed,2023,domain:software_and_coding,scoring_source,other_model_judge,9,132,0,132,0.06818181818181818,0,132,9,0.06818181818181818,False
observed,2023,domain:software_and_coding,scoring_source,reference_or_metric,75,132,0,132,0.5681818181818182,0,132,75,0.5681818181818182,False
observed,2023,domain:software_and_coding,scoring_source,unclear,0,132,0,132,0.0,0,132,0,0.0,False
observed,2024,all,scoring_source,execution_or_environment,464,2733,2,2735,0.16977680204903037,4,2729,464,0.17002565042139978,False
observed,2024,all,scoring_source,human_judge,245,2733,2,2735,0.08964507866813026,4,2729,245,0.08977647489923049,False
observed,2024,all,scoring_source,llm_judge,764,2733,2,2735,0.2795462861324552,4,2729,764,0.27995602784902895,False
observed,2024,all,scoring_source,other_model_judge,317,2733,2,2735,0.11598975484815222,4,2729,317,0.1161597654818615,False
observed,2024,all,scoring_source,reference_or_metric,1974,2733,2,2735,0.7222832052689352,4,2729,1974,0.7233418834737999,False
observed,2024,all,scoring_source,unclear,4,2733,2,2735,0.0014635931211123307,4,2729,0,0.0,False
observed,2024,agent,scoring_source,execution_or_environment,140,259,0,259,0.5405405405405406,1,258,140,0.5426356589147286,False
observed,2024,agent,scoring_source,human_judge,22,259,0,259,0.08494208494208494,1,258,22,0.08527131782945736,False
observed,2024,agent,scoring_source,llm_judge,74,259,0,259,0.2857142857142857,1,258,74,0.2868217054263566,False
observed,2024,agent,scoring_source,other_model_judge,23,259,0,259,0.0888030888030888,1,258,23,0.08914728682170543,False
observed,2024,agent,scoring_source,reference_or_metric,128,259,0,259,0.4942084942084942,1,258,128,0.49612403100775193,False
observed,2024,agent,scoring_source,unclear,1,259,0,259,0.003861003861003861,1,258,0,0.0,False
observed,2024,non_agent,scoring_source,execution_or_environment,324,2474,2,2476,0.13096200485044462,3,2471,324,0.1311210036422501,False
observed,2024,non_agent,scoring_source,human_judge,223,2474,2,2476,0.09013742926434923,3,2471,223,0.09024686361796844,False
observed,2024,non_agent,scoring_source,llm_judge,690,2474,2,2476,0.2789005658852061,3,2471,690,0.2792391744233104,False
observed,2024,non_agent,scoring_source,other_model_judge,294,2474,2,2476,0.11883589329021826,3,2471,294,0.11898016997167139,False
observed,2024,non_agent,scoring_source,reference_or_metric,1846,2474,2,2476,0.746160064672595,3,2471,1846,0.7470659651962768,False
observed,2024,non_agent,scoring_source,unclear,3,2474,2,2476,0.0012126111560226355,3,2471,0,0.0,False
observed,2024,domain:cybersecurity,scoring_source,execution_or_environment,29,88,0,88,0.32954545454545453,0,88,29,0.32954545454545453,False
observed,2024,domain:cybersecurity,scoring_source,human_judge,10,88,0,88,0.11363636363636363,0,88,10,0.11363636363636363,False
observed,2024,domain:cybersecurity,scoring_source,llm_judge,31,88,0,88,0.3522727272727273,0,88,31,0.3522727272727273,False
observed,2024,domain:cybersecurity,scoring_source,other_model_judge,10,88,0,88,0.11363636363636363,0,88,10,0.11363636363636363,False
observed,2024,domain:cybersecurity,scoring_source,reference_or_metric,51,88,0,88,0.5795454545454546,0,88,51,0.5795454545454546,False
observed,2024,domain:cybersecurity,scoring_source,unclear,0,88,0,88,0.0,0,88,0,0.0,False
observed,2024,domain:education,scoring_source,execution_or_environment,6,49,0,49,0.12244897959183673,0,49,6,0.12244897959183673,False
observed,2024,domain:education,scoring_source,human_judge,9,49,0,49,0.1836734693877551,0,49,9,0.1836734693877551,False
observed,2024,domain:education,scoring_source,llm_judge,21,49,0,49,0.42857142857142855,0,49,21,0.42857142857142855,False
observed,2024,domain:education,scoring_source,other_model_judge,9,49,0,49,0.1836734693877551,0,49,9,0.1836734693877551,False
observed,2024,domain:education,scoring_source,reference_or_metric,35,49,0,49,0.7142857142857143,0,49,35,0.7142857142857143,False
observed,2024,domain:education,scoring_source,unclear,0,49,0,49,0.0,0,49,0,0.0,False
observed,2024,domain:engineering,scoring_source,execution_or_environment,47,120,0,120,0.39166666666666666,0,120,47,0.39166666666666666,False
observed,2024,domain:engineering,scoring_source,human_judge,13,120,0,120,0.10833333333333334,0,120,13,0.10833333333333334,False
observed,2024,domain:engineering,scoring_source,llm_judge,27,120,0,120,0.225,0,120,27,0.225,False
observed,2024,domain:engineering,scoring_source,other_model_judge,8,120,0,120,0.06666666666666667,0,120,8,0.06666666666666667,False
observed,2024,domain:engineering,scoring_source,reference_or_metric,71,120,0,120,0.5916666666666667,0,120,71,0.5916666666666667,False
observed,2024,domain:engineering,scoring_source,unclear,0,120,0,120,0.0,0,120,0,0.0,False
observed,2024,domain:finance_and_business,scoring_source,execution_or_environment,27,172,0,172,0.1569767441860465,0,172,27,0.1569767441860465,False
observed,2024,domain:finance_and_business,scoring_source,human_judge,12,172,0,172,0.06976744186046512,0,172,12,0.06976744186046512,False
observed,2024,domain:finance_and_business,scoring_source,llm_judge,54,172,0,172,0.313953488372093,0,172,54,0.313953488372093,False
observed,2024,domain:finance_and_business,scoring_source,other_model_judge,23,172,0,172,0.13372093023255813,0,172,23,0.13372093023255813,False
observed,2024,domain:finance_and_business,scoring_source,reference_or_metric,125,172,0,172,0.7267441860465116,0,172,125,0.7267441860465116,False
observed,2024,domain:finance_and_business,scoring_source,unclear,0,172,0,172,0.0,0,172,0,0.0,False
observed,2024,domain:general_or_cross_domain,scoring_source,execution_or_environment,150,1273,2,1275,0.1178318931657502,2,1271,150,0.11801730920535011,False
observed,2024,domain:general_or_cross_domain,scoring_source,human_judge,79,1273,2,1275,0.062058130400628436,2,1271,79,0.06215578284815106,False
observed,2024,domain:general_or_cross_domain,scoring_source,llm_judge,427,1273,2,1275,0.3354281225451689,2,1271,427,0.3359559402045633,False
observed,2024,domain:general_or_cross_domain,scoring_source,other_model_judge,133,1273,2,1275,0.1044776119402985,2,1271,133,0.10464201416207711,False
observed,2024,domain:general_or_cross_domain,scoring_source,reference_or_metric,934,1273,2,1275,0.7336999214454045,2,1271,934,0.7348544453186467,False
observed,2024,domain:general_or_cross_domain,scoring_source,unclear,2,1273,2,1275,0.0015710919088766694,2,1271,0,0.0,False
observed,2024,domain:healthcare_biomedicine,scoring_source,execution_or_environment,13,280,1,281,0.04642857142857143,0,280,13,0.04642857142857143,False
observed,2024,domain:healthcare_biomedicine,scoring_source,human_judge,39,280,1,281,0.1392857142857143,0,280,39,0.1392857142857143,False
observed,2024,domain:healthcare_biomedicine,scoring_source,llm_judge,92,280,1,281,0.32857142857142857,0,280,92,0.32857142857142857,False
observed,2024,domain:healthcare_biomedicine,scoring_source,other_model_judge,43,280,1,281,0.15357142857142858,0,280,43,0.15357142857142858,False
observed,2024,domain:healthcare_biomedicine,scoring_source,reference_or_metric,231,280,1,281,0.825,0,280,231,0.825,False
observed,2024,domain:healthcare_biomedicine,scoring_source,unclear,0,280,1,281,0.0,0,280,0,0.0,False
observed,2024,domain:language_and_communication,scoring_source,execution_or_environment,32,519,1,520,0.06165703275529865,1,518,32,0.06177606177606178,False
observed,2024,domain:language_and_communication,scoring_source,human_judge,67,519,1,520,0.12909441233140656,1,518,67,0.12934362934362933,False
observed,2024,domain:language_and_communication,scoring_source,llm_judge,137,519,1,520,0.26396917148362237,1,518,137,0.2644787644787645,False
observed,2024,domain:language_and_communication,scoring_source,other_model_judge,102,519,1,520,0.19653179190751446,1,518,102,0.1969111969111969,False
observed,2024,domain:language_and_communication,scoring_source,reference_or_metric,421,519,1,520,0.8111753371868978,1,518,421,0.8127413127413128,False
observed,2024,domain:language_and_communication,scoring_source,unclear,1,519,1,520,0.0019267822736030828,1,518,0,0.0,False
observed,2024,domain:law_and_public_policy,scoring_source,execution_or_environment,0,83,1,84,0.0,0,83,0,0.0,False
observed,2024,domain:law_and_public_policy,scoring_source,human_judge,10,83,1,84,0.12048192771084337,0,83,10,0.12048192771084337,False
observed,2024,domain:law_and_public_policy,scoring_source,llm_judge,29,83,1,84,0.3493975903614458,0,83,29,0.3493975903614458,False
observed,2024,domain:law_and_public_policy,scoring_source,other_model_judge,12,83,1,84,0.14457831325301204,0,83,12,0.14457831325301204,False
observed,2024,domain:law_and_public_policy,scoring_source,reference_or_metric,66,83,1,84,0.7951807228915663,0,83,66,0.7951807228915663,False
observed,2024,domain:law_and_public_policy,scoring_source,unclear,0,83,1,84,0.0,0,83,0,0.0,False
observed,2024,domain:mathematics_and_formal_reasoning,scoring_source,execution_or_environment,60,323,0,323,0.18575851393188855,2,321,60,0.18691588785046728,False
observed,2024,domain:mathematics_and_formal_reasoning,scoring_source,human_judge,15,323,0,323,0.04643962848297214,2,321,15,0.04672897196261682,False
observed,2024,domain:mathematics_and_formal_reasoning,scoring_source,llm_judge,63,323,0,323,0.19504643962848298,2,321,63,0.19626168224299065,False
observed,2024,domain:mathematics_and_formal_reasoning,scoring_source,other_model_judge,13,323,0,323,0.04024767801857585,2,321,13,0.040498442367601244,False
observed,2024,domain:mathematics_and_formal_reasoning,scoring_source,reference_or_metric,259,323,0,323,0.8018575851393189,2,321,259,0.8068535825545171,False
observed,2024,domain:mathematics_and_formal_reasoning,scoring_source,unclear,2,323,0,323,0.006191950464396285,2,321,0,0.0,False
observed,2024,domain:natural_sciences,scoring_source,execution_or_environment,22,197,1,198,0.1116751269035533,0,197,22,0.1116751269035533,False
observed,2024,domain:natural_sciences,scoring_source,human_judge,19,197,1,198,0.09644670050761421,0,197,19,0.09644670050761421,False
observed,2024,domain:natural_sciences,scoring_source,llm_judge,55,197,1,198,0.27918781725888325,0,197,55,0.27918781725888325,False
observed,2024,domain:natural_sciences,scoring_source,other_model_judge,17,197,1,198,0.08629441624365482,0,197,17,0.08629441624365482,False
observed,2024,domain:natural_sciences,scoring_source,reference_or_metric,158,197,1,198,0.8020304568527918,0,197,158,0.8020304568527918,False
observed,2024,domain:natural_sciences,scoring_source,unclear,0,197,1,198,0.0,0,197,0,0.0,False
observed,2024,domain:other,scoring_source,execution_or_environment,17,79,0,79,0.21518987341772153,0,79,17,0.21518987341772153,False
observed,2024,domain:other,scoring_source,human_judge,7,79,0,79,0.08860759493670886,0,79,7,0.08860759493670886,False
observed,2024,domain:other,scoring_source,llm_judge,28,79,0,79,0.35443037974683544,0,79,28,0.35443037974683544,False
observed,2024,domain:other,scoring_source,other_model_judge,7,79,0,79,0.08860759493670886,0,79,7,0.08860759493670886,False
observed,2024,domain:other,scoring_source,reference_or_metric,55,79,0,79,0.6962025316455697,0,79,55,0.6962025316455697,False
observed,2024,domain:other,scoring_source,unclear,0,79,0,79,0.0,0,79,0,0.0,False
observed,2024,domain:social_sciences_and_humanities,scoring_source,execution_or_environment,10,313,0,313,0.03194888178913738,0,313,10,0.03194888178913738,False
observed,2024,domain:social_sciences_and_humanities,scoring_source,human_judge,28,313,0,313,0.08945686900958466,0,313,28,0.08945686900958466,False
observed,2024,domain:social_sciences_and_humanities,scoring_source,llm_judge,89,313,0,313,0.28434504792332266,0,313,89,0.28434504792332266,False
observed,2024,domain:social_sciences_and_humanities,scoring_source,other_model_judge,47,313,0,313,0.1501597444089457,0,313,47,0.1501597444089457,False
observed,2024,domain:social_sciences_and_humanities,scoring_source,reference_or_metric,251,313,0,313,0.8019169329073482,0,313,251,0.8019169329073482,False
observed,2024,domain:social_sciences_and_humanities,scoring_source,unclear,0,313,0,313,0.0,0,313,0,0.0,False
observed,2024,domain:software_and_coding,scoring_source,execution_or_environment,273,456,0,456,0.5986842105263158,1,455,273,0.6,False
observed,2024,domain:software_and_coding,scoring_source,human_judge,35,456,0,456,0.07675438596491228,1,455,35,0.07692307692307693,False
observed,2024,domain:software_and_coding,scoring_source,llm_judge,90,456,0,456,0.19736842105263158,1,455,90,0.1978021978021978,False
observed,2024,domain:software_and_coding,scoring_source,other_model_judge,33,456,0,456,0.07236842105263158,1,455,33,0.07252747252747253,False
observed,2024,domain:software_and_coding,scoring_source,reference_or_metric,226,456,0,456,0.4956140350877193,1,455,226,0.4967032967032967,False
observed,2024,domain:software_and_coding,scoring_source,unclear,1,456,0,456,0.0021929824561403508,1,455,0,0.0,False
observed,2025,all,scoring_source,execution_or_environment,1099,5276,1,5277,0.20830174374526156,7,5269,1099,0.20857847788954262,False
observed,2025,all,scoring_source,human_judge,354,5276,1,5277,0.06709628506444276,7,5269,354,0.06718542417916114,False
observed,2025,all,scoring_source,llm_judge,1895,5276,1,5277,0.35917361637604245,7,5269,1895,0.35965078762573544,False
observed,2025,all,scoring_source,other_model_judge,472,5276,1,5277,0.08946171341925702,7,5269,472,0.08958056557221485,False
observed,2025,all,scoring_source,reference_or_metric,3547,5276,1,5277,0.672289613343442,7,5269,3547,0.6731827671284873,False
observed,2025,all,scoring_source,unclear,7,5276,1,5277,0.001326762699014405,7,5269,0,0.0,False
observed,2025,agent,scoring_source,execution_or_environment,456,801,0,801,0.5692883895131086,0,801,456,0.5692883895131086,False
observed,2025,agent,scoring_source,human_judge,52,801,0,801,0.06491885143570537,0,801,52,0.06491885143570537,False
observed,2025,agent,scoring_source,llm_judge,295,801,0,801,0.3682896379525593,0,801,295,0.3682896379525593,False
observed,2025,agent,scoring_source,other_model_judge,31,801,0,801,0.03870162297128589,0,801,31,0.03870162297128589,False
observed,2025,agent,scoring_source,reference_or_metric,327,801,0,801,0.40823970037453183,0,801,327,0.40823970037453183,False
observed,2025,agent,scoring_source,unclear,0,801,0,801,0.0,0,801,0,0.0,False
observed,2025,non_agent,scoring_source,execution_or_environment,643,4475,1,4476,0.14368715083798883,7,4468,643,0.14391226499552373,False
observed,2025,non_agent,scoring_source,human_judge,302,4475,1,4476,0.06748603351955307,7,4468,302,0.067591763652641,False
observed,2025,non_agent,scoring_source,llm_judge,1600,4475,1,4476,0.3575418994413408,7,4468,1600,0.35810205908683973,False
observed,2025,non_agent,scoring_source,other_model_judge,441,4475,1,4476,0.09854748603351955,7,4468,441,0.09870188003581021,False
observed,2025,non_agent,scoring_source,reference_or_metric,3220,4475,1,4476,0.7195530726256983,7,4468,3220,0.720680393912265,False
observed,2025,non_agent,scoring_source,unclear,7,4475,1,4476,0.0015642458100558658,7,4468,0,0.0,False
observed,2025,domain:cybersecurity,scoring_source,execution_or_environment,100,235,0,235,0.425531914893617,1,234,100,0.42735042735042733,False
observed,2025,domain:cybersecurity,scoring_source,human_judge,16,235,0,235,0.06808510638297872,1,234,16,0.06837606837606838,False
observed,2025,domain:cybersecurity,scoring_source,llm_judge,91,235,0,235,0.3872340425531915,1,234,91,0.3888888888888889,False
observed,2025,domain:cybersecurity,scoring_source,other_model_judge,13,235,0,235,0.05531914893617021,1,234,13,0.05555555555555555,False
observed,2025,domain:cybersecurity,scoring_source,reference_or_metric,116,235,0,235,0.49361702127659574,1,234,116,0.49572649572649574,False
observed,2025,domain:cybersecurity,scoring_source,unclear,1,235,0,235,0.00425531914893617,1,234,0,0.0,False
observed,2025,domain:education,scoring_source,execution_or_environment,9,109,0,109,0.08256880733944955,1,108,9,0.08333333333333333,False
observed,2025,domain:education,scoring_source,human_judge,14,109,0,109,0.12844036697247707,1,108,14,0.12962962962962962,False
observed,2025,domain:education,scoring_source,llm_judge,58,109,0,109,0.5321100917431193,1,108,58,0.5370370370370371,False
observed,2025,domain:education,scoring_source,other_model_judge,11,109,0,109,0.10091743119266056,1,108,11,0.10185185185185185,False
observed,2025,domain:education,scoring_source,reference_or_metric,67,109,0,109,0.6146788990825688,1,108,67,0.6203703703703703,False
observed,2025,domain:education,scoring_source,unclear,1,109,0,109,0.009174311926605505,1,108,0,0.0,False
observed,2025,domain:engineering,scoring_source,execution_or_environment,136,368,0,368,0.3695652173913043,0,368,136,0.3695652173913043,False
observed,2025,domain:engineering,scoring_source,human_judge,35,368,0,368,0.09510869565217392,0,368,35,0.09510869565217392,False
observed,2025,domain:engineering,scoring_source,llm_judge,104,368,0,368,0.2826086956521739,0,368,104,0.2826086956521739,False
observed,2025,domain:engineering,scoring_source,other_model_judge,27,368,0,368,0.07336956521739131,0,368,27,0.07336956521739131,False
observed,2025,domain:engineering,scoring_source,reference_or_metric,214,368,0,368,0.5815217391304348,0,368,214,0.5815217391304348,False
observed,2025,domain:engineering,scoring_source,unclear,0,368,0,368,0.0,0,368,0,0.0,False
observed,2025,domain:finance_and_business,scoring_source,execution_or_environment,86,434,0,434,0.19815668202764977,1,433,86,0.19861431870669746,False
observed,2025,domain:finance_and_business,scoring_source,human_judge,29,434,0,434,0.06682027649769585,1,433,29,0.06697459584295612,False
observed,2025,domain:finance_and_business,scoring_source,llm_judge,183,434,0,434,0.4216589861751152,1,433,183,0.4226327944572748,False
observed,2025,domain:finance_and_business,scoring_source,other_model_judge,27,434,0,434,0.06221198156682028,1,433,27,0.06235565819861432,False
observed,2025,domain:finance_and_business,scoring_source,reference_or_metric,274,434,0,434,0.631336405529954,1,433,274,0.6327944572748267,False
observed,2025,domain:finance_and_business,scoring_source,unclear,1,434,0,434,0.002304147465437788,1,433,0,0.0,False
observed,2025,domain:general_or_cross_domain,scoring_source,execution_or_environment,336,2214,1,2215,0.15176151761517614,4,2210,336,0.1520361990950226,False
observed,2025,domain:general_or_cross_domain,scoring_source,human_judge,127,2214,1,2215,0.057362240289069555,4,2210,127,0.05746606334841629,False
observed,2025,domain:general_or_cross_domain,scoring_source,llm_judge,907,2214,1,2215,0.40966576332429994,4,2210,907,0.4104072398190045,False
observed,2025,domain:general_or_cross_domain,scoring_source,other_model_judge,163,2214,1,2215,0.07362240289069558,4,2210,163,0.07375565610859729,False
observed,2025,domain:general_or_cross_domain,scoring_source,reference_or_metric,1524,2214,1,2215,0.6883468834688347,4,2210,1524,0.6895927601809955,False
observed,2025,domain:general_or_cross_domain,scoring_source,unclear,4,2214,1,2215,0.0018066847335140017,4,2210,0,0.0,False
observed,2025,domain:healthcare_biomedicine,scoring_source,execution_or_environment,39,585,0,585,0.06666666666666667,2,583,39,0.06689536878216124,False
observed,2025,domain:healthcare_biomedicine,scoring_source,human_judge,51,585,0,585,0.08717948717948718,2,583,51,0.08747855917667238,False
observed,2025,domain:healthcare_biomedicine,scoring_source,llm_judge,248,585,0,585,0.4239316239316239,2,583,248,0.42538593481989706,False
observed,2025,domain:healthcare_biomedicine,scoring_source,other_model_judge,81,585,0,585,0.13846153846153847,2,583,81,0.13893653516295026,False
observed,2025,domain:healthcare_biomedicine,scoring_source,reference_or_metric,424,585,0,585,0.7247863247863248,2,583,424,0.7272727272727273,False
observed,2025,domain:healthcare_biomedicine,scoring_source,unclear,2,585,0,585,0.003418803418803419,2,583,0,0.0,False
observed,2025,domain:language_and_communication,scoring_source,execution_or_environment,48,787,0,787,0.060991105463786534,0,787,48,0.060991105463786534,False
observed,2025,domain:language_and_communication,scoring_source,human_judge,90,787,0,787,0.11435832274459974,0,787,90,0.11435832274459974,False
observed,2025,domain:language_and_communication,scoring_source,llm_judge,303,787,0,787,0.3850063532401525,0,787,303,0.3850063532401525,False
observed,2025,domain:language_and_communication,scoring_source,other_model_judge,134,787,0,787,0.17026683608640406,0,787,134,0.17026683608640406,False
observed,2025,domain:language_and_communication,scoring_source,reference_or_metric,606,787,0,787,0.770012706480305,0,787,606,0.770012706480305,False
observed,2025,domain:language_and_communication,scoring_source,unclear,0,787,0,787,0.0,0,787,0,0.0,False
observed,2025,domain:law_and_public_policy,scoring_source,execution_or_environment,8,182,0,182,0.04395604395604396,1,181,8,0.04419889502762431,False
observed,2025,domain:law_and_public_policy,scoring_source,human_judge,18,182,0,182,0.0989010989010989,1,181,18,0.09944751381215469,False
observed,2025,domain:law_and_public_policy,scoring_source,llm_judge,95,182,0,182,0.521978021978022,1,181,95,0.5248618784530387,False
observed,2025,domain:law_and_public_policy,scoring_source,other_model_judge,22,182,0,182,0.12087912087912088,1,181,22,0.12154696132596685,False
observed,2025,domain:law_and_public_policy,scoring_source,reference_or_metric,130,182,0,182,0.7142857142857143,1,181,130,0.7182320441988951,False
observed,2025,domain:law_and_public_policy,scoring_source,unclear,1,182,0,182,0.005494505494505495,1,181,0,0.0,False
observed,2025,domain:mathematics_and_formal_reasoning,scoring_source,execution_or_environment,175,614,0,614,0.28501628664495116,0,614,175,0.28501628664495116,False
observed,2025,domain:mathematics_and_formal_reasoning,scoring_source,human_judge,32,614,0,614,0.05211726384364821,0,614,32,0.05211726384364821,False
observed,2025,domain:mathematics_and_formal_reasoning,scoring_source,llm_judge,199,614,0,614,0.3241042345276873,0,614,199,0.3241042345276873,False
observed,2025,domain:mathematics_and_formal_reasoning,scoring_source,other_model_judge,33,614,0,614,0.05374592833876222,0,614,33,0.05374592833876222,False
observed,2025,domain:mathematics_and_formal_reasoning,scoring_source,reference_or_metric,425,614,0,614,0.6921824104234527,0,614,425,0.6921824104234527,False
observed,2025,domain:mathematics_and_formal_reasoning,scoring_source,unclear,0,614,0,614,0.0,0,614,0,0.0,False
observed,2025,domain:natural_sciences,scoring_source,execution_or_environment,74,470,0,470,0.1574468085106383,0,470,74,0.1574468085106383,False
observed,2025,domain:natural_sciences,scoring_source,human_judge,33,470,0,470,0.07021276595744681,0,470,33,0.07021276595744681,False
observed,2025,domain:natural_sciences,scoring_source,llm_judge,220,470,0,470,0.46808510638297873,0,470,220,0.46808510638297873,False
observed,2025,domain:natural_sciences,scoring_source,other_model_judge,36,470,0,470,0.07659574468085106,0,470,36,0.07659574468085106,False
observed,2025,domain:natural_sciences,scoring_source,reference_or_metric,337,470,0,470,0.7170212765957447,0,470,337,0.7170212765957447,False
observed,2025,domain:natural_sciences,scoring_source,unclear,0,470,0,470,0.0,0,470,0,0.0,False
observed,2025,domain:other,scoring_source,execution_or_environment,32,213,0,213,0.15023474178403756,0,213,32,0.15023474178403756,False
observed,2025,domain:other,scoring_source,human_judge,16,213,0,213,0.07511737089201878,0,213,16,0.07511737089201878,False
observed,2025,domain:other,scoring_source,llm_judge,84,213,0,213,0.39436619718309857,0,213,84,0.39436619718309857,False
observed,2025,domain:other,scoring_source,other_model_judge,22,213,0,213,0.10328638497652583,0,213,22,0.10328638497652583,False
observed,2025,domain:other,scoring_source,reference_or_metric,166,213,0,213,0.7793427230046949,0,213,166,0.7793427230046949,False
observed,2025,domain:other,scoring_source,unclear,0,213,0,213,0.0,0,213,0,0.0,False
observed,2025,domain:social_sciences_and_humanities,scoring_source,execution_or_environment,25,622,0,622,0.04019292604501608,2,620,25,0.04032258064516129,False
